date,portfolio_date,manager,stock,ticker,portfolio_percent,shares,recent_activity,reported_price,current_price,value
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,TechnipFMC plc,FTI,0,17746,,0.01,31.67,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Fortinet Inc.,FTNT,0,3382,Buy,0.01,96.39,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,GoDaddy Inc.,GDDY,0,3994,,0.01,180.02,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Golar LNG Ltd.,GLNG,0,13339,,0.01,38.01,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Green Plains Inc.,GPRE,0,73526,,0.01,4.86,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Garrett Motion Inc.,GTX,0,65716,,0.01,8.37,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Hasbro Inc.,HAS,0,11543,,0.01,61.51,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,HubSpot Inc.,HUBS,0,0,,0.01,571.28,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,ICON plc,ICLR,0,4301,,0.01,175.08,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Intercorp Financial Services,IFS,0,15402,Buy,0.01,33.11,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,International Game Technology,IGT,0,43669,,0.01,16.26,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Illumina Inc.,ILMN,0,9351,,0.01,79.35,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Liberty Broadband Corp. CL C,LBRDK,0,7886,,0.01,85.09,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Liberty Global Ltd CL C,LBTYK,0,45192,,0.01,11.97,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,LivaNova PLC,LIVN,0,15813,,0.01,39.27,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Liberty Media Corp. Series C Live,LLYVK,0,10586,,0.01,68.11,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Lloyds TSB Grp Plc ADR,LYG,0,198538,,0.01,3.82,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Masterbrand Inc,MBC,0,40293,,0.01,13.05,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Moody's Corp.,MCO,0,1366,,0.01,465.59,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Madison Square Garden Entertainment Corp.,MSGE,0,18003,,0.01,32.72,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,Mettler-Toledo International Inc.,MTD,0,0,,0.01,1181.66,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,News Corp.,NWSA,0,21415,,0.01,27.22,
2025-06-23,2025-06-23,Lee Ainslie - Maverick Capital,O-I Glass Inc.,OI,0,68741,,0.01,11.46,
2025-06-23,2025-06-23,Leon Cooperman,Mr. Cooper Group Inc.,COOP,0,2860600,,13.58,119.6,
2025-06-23,2025-06-23,Leon Cooperman,Energy Transfer LP,ET,0,13000000,,9.59,18.59,
2025-06-23,2025-06-23,Leon Cooperman,Apollo Global Management,APO,0,1387000,,7.54,136.94,
2025-06-23,2025-06-23,Leon Cooperman,Vertiv Holdings Co.,VRT,0,2157789,,6.19,72.2,
2025-06-23,2025-06-23,Leon Cooperman,Elevance Health Inc.,ELV,0,278400,,4.81,434.96,
2025-06-23,2025-06-23,Leon Cooperman,WillScot Mobile Mini Hldgs Corp.,WSC,0,4031016,,4.45,27.8,
2025-06-23,2025-06-23,Leon Cooperman,Mirion Technologies Inc,MIR,0,7025000,,4.04,14.5,
2025-06-23,2025-06-23,Leon Cooperman,Ashland Global Holdings Inc.,ASH,0,1694151,,3.99,59.29,
2025-06-23,2025-06-23,Leon Cooperman,Alphabet Inc.,GOOGL,0,650000,,3.99,154.64,
2025-06-23,2025-06-23,Leon Cooperman,Lithia Motors Inc.,LAD,0,317602,,3.7,293.54,
2025-06-23,2025-06-23,Leon Cooperman,MP Materials Corp.,MP,0,3600000,,3.49,24.41,
2025-06-23,2025-06-23,Leon Cooperman,Fiserv Inc.,FI,0,380000,,3.33,220.83,
2025-06-23,2025-06-23,Leon Cooperman,KBR Inc.,KBR,0,1680000,,3.32,49.81,
2025-06-23,2025-06-23,Leon Cooperman,Regal Rexnord Corp.,RRX,0,725766,,3.28,113.85,
2025-06-23,2025-06-23,Leon Cooperman,Cigna Group,CI,0,240655,,3.14,329.0,
2025-06-23,2025-06-23,Leon Cooperman,Fidelis Insurance Holdings L,FIHL,0,4799778,,3.09,16.2,
2025-06-23,2025-06-23,Leon Cooperman,Las Vegas Sands Corp.,LVS,0,1500000,,2.3,38.63,
2025-06-23,2025-06-23,Leon Cooperman,Motorola Solutions Inc.,MSI,0,110000,,1.91,437.81,
2025-06-23,2025-06-23,Leon Cooperman,OneMain Holdings,OMF,0,889000,,1.73,48.88,
2025-06-23,2025-06-23,Leon Cooperman,Sea Ltd,SE,0,326058,,1.69,130.49,
2025-06-23,2025-06-23,Leon Cooperman,Enterprise Products Partners LP,EPD,0,1191535,,1.62,34.14,
2025-06-23,2025-06-23,Leon Cooperman,Microsoft Corp.,MSFT,0,105705,,1.58,375.39,
2025-06-23,2025-06-23,Leon Cooperman,Manchester United plc,MANU,0,2839737,,1.48,13.09,
2025-06-23,2025-06-23,Leon Cooperman,SunOpta Inc.,STKL,0,6097331,,1.18,4.86,
2025-06-23,2025-06-23,Leon Cooperman,Finance Of America Companies Inc.,FOA,0,1202187,,1.01,21.26,
2025-06-23,2025-06-23,Leon Cooperman,Arbor Realty Trust Inc.,ABR,0,2000000,,0.93,11.75,
2025-06-23,2025-06-23,Leon Cooperman,Vanguard S&P 500 ETF,VOO,0,43593,,0.89,513.91,
2025-06-23,2025-06-23,Leon Cooperman,Sunoco Inc.,SUN,0,285000,Buy,0.66,58.06,
2025-06-23,2025-06-23,Leon Cooperman,Gannett Co.,GCI,0,5097200,,0.58,2.89,
2025-06-23,2025-06-23,Leon Cooperman,DiaMedica Therapeutics Inc.,DMAC,0,1625000,,0.24,3.79,
2025-06-23,2025-06-23,Leon Cooperman,iShares MSCI EAFE ETF,EFA,0,57453,,0.19,81.74,
2025-06-23,2025-06-23,Leon Cooperman,Madison Square Garden Sports Corp.,MSGS,0,20000,,0.15,194.7,
2025-06-23,2025-06-23,Leon Cooperman,iShares Core MSCI Europe ETF,IEUR,0,38388,,0.09,60.15,
2025-06-23,2025-06-23,Leon Cooperman,Vanguard FTSE Europe ETF,VGK,0,24693,,0.07,70.22,
2025-06-23,2025-06-23,Leon Cooperman,Vanguard Intermediate Term T,VGIT,0,25028,,0.06,59.41,
2025-06-23,2025-06-23,Leon Cooperman,iShares MSCI Japan ETF,EWJ,0,14305,,0.04,68.58,
2025-06-23,2025-06-23,Leon Cooperman,Vanguard Tax Exempt Bond ETF,VTEB,0,12876,,0.03,49.63,
2025-06-23,2025-06-23,Leon Cooperman,iShares MSCI Canada ETF,EWC,0,12531,,0.02,40.78,
2025-06-23,2025-06-23,Leon Cooperman,iShares MSCI Pacific ex-Japan ETF,EPP,0,7610,,0.01,44.15,
2025-06-23,2025-06-23,Leon Cooperman,Franklin FTSE Canada ETF,FLCA,0,5750,,0.01,37.22,
2025-06-23,2025-06-23,Leon Cooperman,Barings BDC Inc.,BBDC,0,2643,,9.46,25000.0,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Bank of America Corp.,BAC,0,13846633,,26.12,41.73,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Berkshire Hathaway CL B,BRK.B,0,897749,,21.61,532.58,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Alphabet Inc.,GOOGL,0,2543300,,17.78,154.64,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Alphabet Inc. CL C,GOOG,0,2451300,,17.31,156.23,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,East West Bancorp,EWBC,0,2776351,,11.26,89.76,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Occidental Petroleum,OXY,0,1466500,,3.27,49.36,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Sable Offshore Corp,SOC,0,1343000,,1.54,25.37,
2025-06-23,2025-06-23,Li Lu - Himalaya Capital Management,Apple Inc.,AAPL,0,110600,,1.11,222.13,
2025-06-23,2025-06-23,Lindsell Train,TKO Group Holdings Inc.,TKO,0,3394377,,14.35,152.81,
2025-06-23,2025-06-23,Lindsell Train,Intuit Inc.,INTU,0,741017,,12.59,613.99,
2025-06-23,2025-06-23,Lindsell Train,Fair Isaac Corp.,FICO,0,240300,,12.26,1844.16,
2025-06-23,2025-06-23,Lindsell Train,Walt Disney Co.,DIS,0,4280841,,11.69,98.7,
2025-06-23,2025-06-23,Lindsell Train,Mondelez International,MDLZ,0,6018722,,11.3,67.85,
2025-06-23,2025-06-23,Lindsell Train,PepsiCo Inc.,PEP,0,2454237,,10.18,149.94,
2025-06-23,2025-06-23,Lindsell Train,PayPal Holdings Inc.,PYPL,0,4171092,,7.53,65.25,
2025-06-23,2025-06-23,Lindsell Train,Thermo Fisher Scientific,TMO,0,508790,,7.01,497.6,
2025-06-23,2025-06-23,Lindsell Train,eBay Inc.,EBAY,0,3370021,,6.32,67.73,
2025-06-23,2025-06-23,Lindsell Train,Brown-Forman Corp. CL A,BF.A,0,2752327,,2.55,33.47,
2025-06-23,2025-06-23,Lindsell Train,Manchester United plc,MANU,0,5053000,,1.83,13.09,
2025-06-23,2025-06-23,Lindsell Train,Brown-Forman Corp.,BF.B,0,1575426,,1.48,33.94,
2025-06-23,2025-06-23,Lindsell Train,Visa Inc.,V,0,11200,,0.11,350.45,
2025-06-23,2025-06-23,Lindsell Train,American Express,AXP,0,11600,,0.09,269.05,
2025-06-23,2025-06-23,Lindsell Train,Alphabet Inc.,GOOGL,0,18225,Buy,0.08,154.62,
2025-06-23,2025-06-23,Lindsell Train,S&P Global Inc.,SPGI,0,5900,,0.08,508.14,
2025-06-23,2025-06-23,Lindsell Train,Equifax Inc.,EFX,0,10300,,0.07,243.59,
2025-06-23,2025-06-23,Lindsell Train,Oracle Corp.,ORCL,0,19200,,0.07,139.79,
2025-06-23,2025-06-23,Lindsell Train,CME Group,CME,0,8600,,0.06,265.23,
2025-06-23,2025-06-23,Lindsell Train,Verisk Analytics Inc.,VRSK,0,7300,,0.06,297.67,
2025-06-23,2025-06-23,Lindsell Train,Colgate-Palmolive,CL,0,20100,,0.05,93.68,
2025-06-23,2025-06-23,Lindsell Train,Adobe Inc.,ADBE,0,3560,,0.04,383.43,
2025-06-23,2025-06-23,Lindsell Train,Coca Cola Co.,KO,0,21100,,0.04,71.61,
2025-06-23,2025-06-23,Lindsell Train,NIKE Inc.,NKE,0,20400,,0.04,63.48,
2025-06-23,2025-06-23,Lindsell Train,Estee Lauder Cos.,EL,0,14425,,0.03,66.0,
2025-06-23,2025-06-23,Lindsell Train,T. Rowe Price Group,TROW,0,12000,,0.03,91.83,
2025-06-23,2025-06-23,Lindsell Train,Canadian Pacific Kansas City,CP,0,12150,Buy,0.02,70.21,
2025-06-23,2025-06-23,Lindsell Train,Hershey Co.,HSY,0,5100,,0.02,170.98,
2025-06-23,2025-06-23,Lindsell Train,Madison Square Garden Sports Corp.,MSGS,0,3300,,0.02,194.85,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Microsoft Corp.,MSFT,0,1315000,,9.67,375.39,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,NVIDIA Corp.,NVDA,0,3385338,,7.19,108.38,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Amazon.com Inc.,AMZN,0,1672000,,6.23,190.26,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,United Health Group Inc.,UNH,0,578000,,5.93,523.75,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,JPMorgan Chase & Co.,JPM,0,1228000,,5.9,245.3,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Apple Inc.,AAPL,0,973800,,4.24,222.13,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Fiserv Inc.,FI,0,873395,,3.78,220.83,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Graco Inc.,GGG,0,2059774,,3.37,83.51,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Visa Inc.,V,0,459000,,3.15,350.46,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Toro Co.,TTC,0,1999523,,2.85,72.75,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Alphabet Inc. CL C,GOOG,0,849897,,2.6,156.23,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Roche Holding AG ADR,RHHBY,0,3192509,,2.57,41.15,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Motorola Solutions Inc.,MSI,0,288500,,2.48,437.81,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Eli Lilly & Co.,LLY,0,152539,,2.47,825.91,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Alliant Energy,LNT,0,1948000,,2.46,64.35,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,WEC Energy Group,WEC,0,1105500,,2.36,108.98,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Fastenal,FAST,0,2924000,,2.22,38.78,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Sherwin-Williams,SHW,0,314000,,2.15,349.19,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Verizon Communications,VZ,0,2421000,,2.15,45.36,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Littelfuse Inc.,LFUS,0,473000,,1.82,196.74,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Bio-Techne Corp.,TECH,0,1393800,,1.6,58.63,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,QUALCOMM Inc.,QCOM,0,506000,,1.52,153.61,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Wells Fargo,WFC,0,1035500,,1.46,71.79,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,H.B. Fuller Co.,FUL,0,1262674,,1.39,56.12,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Ecolab Inc.,ECL,0,278015,,1.38,253.52,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,nVent Electric plc,NVT,0,1318919,,1.35,52.42,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Hormel Foods Corp.,HRL,0,2171592,,1.32,30.94,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Johnson & Johnson,JNJ,0,405725,,1.32,165.84,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Rockwell Automation Inc.,ROK,0,250000,,1.27,258.38,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Tennant Co.,TNC,0,786000,,1.23,79.75,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Kraft Heinz Co.,KHC,0,2015000,,1.2,30.43,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Taiwan Semiconductor S.A.,TSM,0,342000,Buy,1.11,166.0,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,C.H. Robinson Worldwide,CHRW,0,525000,,1.05,102.4,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Best Buy Co. Inc.,BBY,0,655700,,0.95,73.61,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Piper Sandler Companies,PIPR,0,168000,,0.82,247.66,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Salesforce.com,CRM,0,131277,,0.69,268.36,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Entegris Inc.,ENTG,0,397000,,0.68,87.48,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Principal Financial Group,PFG,0,385000,,0.64,84.37,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Workiva Inc.,WK,0,432857,,0.64,75.91,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Abbott Labs,ABT,0,228338,,0.59,132.65,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,U.S. Bancorp,USB,0,586660,,0.49,42.22,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Donaldson Co.,DCI,0,364481,,0.48,67.06,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Ulta Beauty Inc.,ULTA,0,54900,,0.39,366.54,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Casey's Gen'l Stores,CASY,0,42748,,0.36,434.03,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Clearfield Inc.,CLFD,0,440447,,0.26,29.72,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Target Corp.,TGT,0,75870,,0.16,104.36,
2025-06-23,2025-06-23,Mairs & Power Growth Fund,Charles Schwab Corp.,SCHW,0,32100,,0.05,78.29,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Albertsons Co Inc.,ACI,0,3470204,,8.23,21.99,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,IAC Inc.,IAC,0,1629400,,8.07,45.94,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,CNX Resources Corp.,CNX,0,2302445,,7.82,31.48,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Fidelity National Information Services,FIS,0,929871,,7.49,74.68,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Mattel Inc.,MAT,0,3491996,,7.32,19.43,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,FedEx Corp.,FDX,0,263853,,6.94,243.78,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,HF Sinclair Corp.,DINO,0,1849476,,6.56,32.88,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Exor NV,EXXRF,0,648645,,6.32,90.39,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Affiliated Managers Group,AMG,0,326197,,5.91,168.03,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Bio-Rad Laboratories Inc.,BIO,0,219667,,5.77,243.56,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Kraft Heinz Co.,KHC,0,1728800,,5.67,30.43,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Regeneron Pharmaceuticals,REGN,0,79873,Buy,5.46,634.23,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,CNH Industrial NV,CNH,0,3308474,,4.38,12.28,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,MGM Resorts International,MGM,0,1302756,,4.16,29.64,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,PVH Corp.,PVH,0,518769,,3.62,64.64,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,PayPal Holdings Inc.,PYPL,0,467763,,3.29,65.25,
2025-06-23,2025-06-23,Mason Hawkins - Longleaf Partners,Hyatt Hotels Corp.,H,0,227601,,3.01,122.5,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Axis Capital Holdings Ltd.,AXS,0,193000,,4.21,100.24,
2025-06-23,2025-06-23,Meridian Contrarian Fund,First Citizens Bancshares,FCNCA,0,9460,,3.82,1854.12,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Cameco Corp.,CCJ,0,346289,,3.1,41.16,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Perrigo Co.,PRGO,0,508000,,3.1,28.04,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Evergy Inc.,EVRG,0,198000,,2.97,68.95,
2025-06-23,2025-06-23,Meridian Contrarian Fund,VICI Properties Inc.,VICI,0,406000,,2.88,32.62,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Brookfield Renewable Corp.,BEPC,0,461800,,2.81,27.92,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Penguin Solutions Inc.,PENG,0,739782,,2.8,17.37,
2025-06-23,2025-06-23,Meridian Contrarian Fund,The Honest Company inc.,HNST,0,2683546,,2.75,4.7,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Crown Holdings,CCK,0,133642,,2.6,89.26,
2025-06-23,2025-06-23,Meridian Contrarian Fund,BWX Technologies Inc.,BWXT,0,119223,,2.56,98.65,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Mirion Technologies Inc,MIR,0,791000,,2.5,14.5,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Envista Holdings Corp.,NVST,0,635643,,2.39,17.26,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Trimble Inc.,TRMB,0,162156,,2.32,65.65,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Texas Capital Bancshares,TCBI,0,136000,,2.21,74.7,
2025-06-23,2025-06-23,Meridian Contrarian Fund,LPL Financial Holdings Inc.,LPLA,0,30835,,2.2,327.13,
2025-06-23,2025-06-23,Meridian Contrarian Fund,CACI International Inc.,CACI,0,26200,,2.09,366.91,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Legend Biotech Corp.,LEGN,0,268821,,1.99,33.93,
2025-06-23,2025-06-23,Meridian Contrarian Fund,VSE Corp.,VSEC,0,70000,,1.83,119.99,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Hayward Holdings Inc,HAYW,0,592000,,1.79,13.92,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Core & Main Inc Class A,CNM,0,169000,,1.78,48.31,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Tenet Healthcare Corp.,THC,0,59766,,1.75,134.51,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Regal Rexnord Corp.,RRX,0,69600,,1.73,113.85,
2025-06-23,2025-06-23,Meridian Contrarian Fund,CEVA Inc.,CEVA,0,307000,,1.71,25.61,
2025-06-23,2025-06-23,Meridian Contrarian Fund,California Resources Corp.,CRC,0,178000,,1.7,43.97,
2025-06-23,2025-06-23,Meridian Contrarian Fund,QuidelOrtho Corp.,QDEL,0,218000,,1.66,34.97,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Universal Insurance Holdings Inc.,UVE,0,314000,,1.62,23.7,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Sweetgreen Inc   Class A,SG,0,291157,,1.59,25.02,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Toro Co.,TTC,0,99493,,1.58,72.75,
2025-06-23,2025-06-23,Meridian Contrarian Fund,New Gold Inc.,NGD,0,1868000,,1.51,3.71,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Advanced Micro Devices,AMD,0,62000,,1.39,102.74,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Kornit Digital Ltd,KRNT,0,322000,,1.34,19.08,
2025-06-23,2025-06-23,Meridian Contrarian Fund,PlayAGS Inc.,AGS,0,493622,,1.3,12.11,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Ranpak Holdings Corp. CL A,PACK,0,1096000,,1.29,5.42,
2025-06-23,2025-06-23,Meridian Contrarian Fund,SpringWorks Therapeutics Inc.,SWTX,0,134000,,1.29,44.13,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Adeia Inc,ADEA,0,444000,,1.28,13.22,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Constellium SE,CSTM,0,578913,,1.27,10.09,
2025-06-23,2025-06-23,Meridian Contrarian Fund,BlackBerry Ltd.,BB,0,1501833,,1.23,3.77,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Dollar Tree Inc.,DLTR,0,75562,Buy,1.23,75.06,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Lucky Strike Entertainment Corp.,LUCK,0,578803,,1.23,9.76,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Sun Communities Inc.,SUI,0,41288,Buy,1.16,128.63,
2025-06-23,2025-06-23,Meridian Contrarian Fund,DigitalBridge Group Inc.,DBRG,0,582121,,1.12,8.82,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Orion SA,OEC,0,399188,,1.12,12.93,
2025-06-23,2025-06-23,Meridian Contrarian Fund,U-Haul Holding Co.,UHAL,0,75800,,1.08,65.36,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Knight-Swift Transportation,KNX,0,110813,,1.05,43.49,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Aritzia Inc.,ATZ.TO,0,121416,,0.94,35.5,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Planet Labs PBC,PL,0,1264958,,0.93,3.38,
2025-06-23,2025-06-23,Meridian Contrarian Fund,V.F. Corp.,VFC,0,269975,,0.91,15.52,
2025-06-23,2025-06-23,Meridian Contrarian Fund,LiveRamp Holdings Inc.,RAMP,0,152314,,0.87,26.14,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Ambarella Inc.,AMBA,0,75000,,0.82,50.33,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Certara Inc.,CERT,0,378000,Buy,0.81,9.9,
2025-06-23,2025-06-23,Meridian Contrarian Fund,nLight Inc.,LASR,0,464717,,0.79,7.77,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Crescent Energy Inc A,CRGY,0,285572,,0.7,11.24,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Ouster Inc.,OUST,0,314000,Buy,0.61,8.98,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Consolidated Water Co. Ltd,CWCO,0,108000,Buy,0.58,24.49,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Denison Mines Corp.,DNN,0,1975000,Buy,0.56,1.3,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Six Flags Entertainment Corp.,FUN,0,72000,Buy,0.56,35.67,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Zevia PBC,ZVIA,0,1200000,,0.56,2.16,
2025-06-23,2025-06-23,Meridian Contrarian Fund,American Superconductor Corp.,AMSC,0,130432,,0.52,18.14,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Navitas Semiconductor Corp.,NVTS,0,1136993,,0.51,2.05,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Nexgen Energy Ltd,NXE,0,483655,,0.47,4.49,
2025-06-23,2025-06-23,Meridian Contrarian Fund,ORIC Pharmaceuticals Inc.,ORIC,0,370000,,0.45,5.58,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Zenas BioPharma Inc.,ZBIO,0,243812,,0.42,7.9,
2025-06-23,2025-06-23,Meridian Contrarian Fund,Albireo Pharma Inc.,ALBO,0,150750,,0.08,2.37,
2025-06-23,2025-06-23,Michael Burry - Scion Asset Management,Estee Lauder Cos.,EL,0,200000,,100.0,66.0,
2025-06-23,2025-06-23,Mohnish Pabrai - Pabrai Investments,Warrior Met Coal Inc.,HCC,0,1799580,,36.57,47.72,
2025-06-23,2025-06-23,Mohnish Pabrai - Pabrai Investments,Valaris plc,VAL,0,1427564,Buy,23.87,39.26,
2025-06-23,2025-06-23,Mohnish Pabrai - Pabrai Investments,Alpha Metallurgical Resources Inc.,AMR,0,414616,,22.11,125.25,
2025-06-23,2025-06-23,Mohnish Pabrai - Pabrai Investments,Noble Corp.,NE,0,1728744,Buy,17.45,23.7,
2025-06-23,2025-06-23,Nelson Peltz - Trian Fund Management,Janus Henderson Group,JHG,0,31867800,,30.84,36.15,
2025-06-23,2025-06-23,Nelson Peltz - Trian Fund Management,GE Aerospace,GE,0,4030213,,21.59,200.15,
2025-06-23,2025-06-23,Nelson Peltz - Trian Fund Management,Solventum Corp,SOLV,0,8462819,,17.23,76.04,
2025-06-23,2025-06-23,Nelson Peltz - Trian Fund Management,Wendy's Co.,WEN,0,30423683,,11.91,14.63,
2025-06-23,2025-06-23,Nelson Peltz - Trian Fund Management,Invesco Ltd,IVZ,0,23173442,,9.41,15.17,
