ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,portfolio_pct_std,total_shares,market_cap,cap_category,sector,industry,total_position_value,conviction_score,consistency_score,market_cap_display
SHW,6,"Chase Coleman - Tiger Global Management, Jensen Investment Management, Mairs & Power Growth Fund, Thomas Gayner - Markel Group, Torray Funds, Viking Global Investors",,349.19,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,18.0,0.0,N/A
MSCI,6,"Jensen Investment Management, Polen Capital Management, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Valley Forge Capital Management, Yacktman Asset Management",,565.5,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,18.0,0.0,N/A
DE,6,"Bill & Melinda Gates Foundation Trust, Bill Nygren - Oakmark Select Fund, First Eagle Investment Management, Robert Olstein - Olstein Capital Management, Robert Vinall - RV Capital GmbH, Thomas Gayner - Markel Group",,469.35,0.0,0,0.0,0,0,Unknown,Industrials,Unknown,0.0,18.0,0.0,N/A
DG,6,"Christopher Bloomstran - Semper Augustus, David Katz - Matrix Asset Advisors, First Eagle Investment Management, Richard Pzena - Hancock Classic Value, Seth Klarman - Baupost Group, Thomas Gayner - Markel Group",,87.93,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,18.0,0.0,N/A
CSCO,6,"David Katz - Matrix Asset Advisors, Dodge & Cox, Lee Ainslie - Maverick Capital, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Yacktman Asset Management",,61.71,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,18.0,0.0,N/A
MDT,6,"David Katz - Matrix Asset Advisors, Dodge & Cox, First Eagle Investment Management, Polen Capital Management, Richard Pzena - Hancock Classic Value, Robert Olstein - Olstein Capital Management",,89.86,0.0,0,0.0,0,0,Unknown,Health Care,Unknown,0.0,18.0,0.0,N/A
PGR,6,"Francois Rochon - Giverny Capital, Glenn Greenberg - Brave Warrior Advisors, John Armitage - Egerton Capital, Thomas Gayner - Markel Group, Tom Bancroft - Makaira Partners, Viking Global Investors",,283.01,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,18.0,0.0,N/A
BK,6,"Christopher Davis - Davis Advisors, David Katz - Matrix Asset Advisors, Dodge & Cox, First Eagle Investment Management, Thomas Gayner - Markel Group, Yacktman Asset Management",,83.87,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,18.0,0.0,N/A
PDD,6,"Chase Coleman - Tiger Global Management, David Tepper - Appaloosa Management, Duan Yongping - H&H International Investment, Norbert Lou - Punch Card Management, Polen Capital Management, Robert Vinall - RV Capital GmbH",,118.35,0.0,0,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,18.0,0.0,N/A
BKNG,6,"AKO Capital, David Rolfe - Wedgewood Partners, Dodge & Cox, Francois Rochon - Giverny Capital, Pat Dorsey - Dorsey Asset Management, Yacktman Asset Management",,4765.43,0.0,0,0.0,0,0,Unknown,Technology,Unknown,0.0,18.0,0.0,N/A
CL,5,"David Katz - Matrix Asset Advisors, First Eagle Investment Management, Jensen Investment Management, Lindsell Train, Yacktman Asset Management",,93.7,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,15.0,0.0,N/A
VZ,5,"Bill Miller - Miller Value Partners, Hillman Value Fund, Kahn Brothers Group, Mairs & Power Growth Fund, Yacktman Asset Management",,44.68,0.0,0,0.0,0,0,Unknown,Communication Services,Unknown,0.0,15.0,0.0,N/A
SLB,5,"Charles Bobrinskoy - Ariel Focus Fund, First Eagle Investment Management, John Rogers - Ariel Appreciation Fund, Robert Olstein - Olstein Capital Management, Torray Funds",,41.8,0.0,0,0.0,0,0,Unknown,Energy,Unknown,0.0,15.0,0.0,N/A
BF.B,5,"Hillman Value Fund, Lindsell Train, Terry Smith - Fundsmith, Thomas Gayner - Markel Group, Thomas Russo - Gardner Russo & Quinn",,33.56,0.0,0,0.0,0,0,Unknown,Consumer Staples,Unknown,0.0,15.0,0.0,N/A
QCOM,5,"David Katz - Matrix Asset Advisors, David Tepper - Appaloosa Management, Mairs & Power Growth Fund, Torray Funds, Viking Global Investors",,153.61,0.0,0,0.0,0,0,Unknown,Information Technology,Unknown,0.0,15.0,0.0,N/A
CRH,5,"Daniel Loeb - Third Point, Greenhaven Associates, John Armitage - Egerton Capital, Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,87.97,0.0,0,0.0,0,0,Unknown,Materials,Unknown,0.0,15.0,0.0,N/A
CCK,5,"Christopher Davis - Davis Advisors, Jensen Investment Management, Lee Ainslie - Maverick Capital, Meridian Contrarian Fund, Thomas Gayner - Markel Group",,89.26,0.0,0,0.0,0,0,Unknown,Consumer Goods,Unknown,0.0,15.0,0.0,N/A
BIO,5,"Charles Bobrinskoy - Ariel Focus Fund, First Eagle Investment Management, John Rogers - Ariel Appreciation Fund, Mason Hawkins - Longleaf Partners, Steven Romick - FPA Crescent Fund",,243.55,0.0,0,0.0,0,0,Unknown,Technology,Unknown,0.0,15.0,0.0,N/A
RTX,5,"Dodge & Cox, Jensen Investment Management, Robert Olstein - Olstein Capital Management, Thomas Gayner - Markel Group, Torray Funds",,132.46,0.0,0,0.0,0,0,Unknown,Industrials,Unknown,0.0,15.0,0.0,N/A
POOL,5,"David Rolfe - Wedgewood Partners, Francis Chou - Chou Associates, Polen Capital Management, Torray Funds, Warren Buffett - Berkshire Hathaway",,314.15,0.0,0,0.0,0,0,Unknown,Consumer Discretionary,Unknown,0.0,15.0,0.0,N/A
CBRE,5,"Bill Nygren - Oakmark Select Fund, John Rogers - Ariel Appreciation Fund, Robert Olstein - Olstein Capital Management, Third Avenue Management, William Von Mueffling - Cantillon Capital Management",,130.78,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,15.0,0.0,N/A
CB,5,"Christopher Davis - Davis Advisors, Robert Olstein - Olstein Capital Management, Torray Funds, Viking Global Investors, Warren Buffett - Berkshire Hathaway",,301.99,0.0,0,0.0,0,0,Unknown,Financials,Unknown,0.0,15.0,0.0,N/A
CVNA,5,"Clifford Sosin - CAS Investment Partners, Robert Vinall - RV Capital GmbH, Samantha McLemore - Patient Capital Management, Stephen Mandel - Lone Pine Capital, Viking Global Investors",,209.08,0.0,0,0.0,0,0,Unknown,Services,Unknown,0.0,15.0,0.0,N/A
