ticker,manager_count,managers,company,price,avg_portfolio_pct,max_portfolio_pct,total_shares,market_cap,cap_category,sector,avg_gain_loss_pct,total_position_value,market_cap_display
GAP,2,"Dodge & Cox, Lee Ainslie - Maverick Capital",,20.61,4.75,4.75,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
FAST,2,"Mairs & Power Growth Fund, William Von Mueffling - Cantillon Capital Management",,38.78,4.73,6.47,0,0,Unknown,Industrials,0.0,0.0,N/A
WY,2,"First Eagle Investment Management, Third Avenue Management",,29.28,4.47,8.67,0,0,Unknown,Materials,0.0,0.0,N/A
BHC,2,"Carl Icahn - Icahn Capital Management, Howard Marks - Oaktree Capital Management",,6.47,4.33,5.72,0,0,Unknown,Health Care,0.0,0.0,N/A
WSC,2,"Leon Cooperman, Polen Capital Management",,27.8,3.85,3.85,0,0,Unknown,Industrials,0.0,0.0,N/A
ORI,2,"First Eagle Investment Management, Third Avenue Management",,39.22,3.47,3.47,0,0,Unknown,Financials,0.0,0.0,N/A
AR,2,"Kahn Brothers Group, Lee Ainslie - Maverick Capital",,40.43,3.31,3.31,0,0,Unknown,Materials,0.0,0.0,N/A
TECK,2,"Christopher Davis - Davis Advisors, David Einhorn - Greenlight Capital",,36.43,2.92,4.89,0,0,Unknown,Materials,0.0,0.0,N/A
AMH,2,"Christopher Davis - Davis Advisors, Third Avenue Management",,37.81,2.62,2.62,0,0,Unknown,Financials,0.0,0.0,N/A
FITB,2,"Christopher Davis - Davis Advisors, Robert Olstein - Olstein Capital Management",,39.2,2.47,2.47,0,0,Unknown,Financials,0.0,0.0,N/A
KMI,2,"Harry Burn - Sound Shore, Steven Romick - FPA Crescent Fund",,28.53,2.44,2.73,0,0,Unknown,Energy,0.0,0.0,N/A
SIRI,2,"Francis Chou - Chou Associates, Warren Buffett - Berkshire Hathaway",,22.54,2.44,2.8,0,0,Unknown,Services,0.0,0.0,N/A
AM,2,"Glenn Greenberg - Brave Warrior Advisors, Kahn Brothers Group",,18.0,2.16,2.22,0,0,Unknown,Energy,0.0,0.0,N/A
YOU,2,"Christopher Davis - Davis Advisors, Samantha McLemore - Patient Capital Management",,25.91,1.78,1.78,0,0,Unknown,Technology,0.0,0.0,N/A
OUT,2,"First Eagle Investment Management, Thomas Russo - Gardner Russo & Quinn",,16.14,1.7,1.73,0,0,Unknown,Services,0.0,0.0,N/A
SATS,2,"Dodge & Cox, Steven Romick - FPA Crescent Fund",,25.58,1.6,1.6,0,0,Unknown,Technology,0.0,0.0,N/A
AGI,2,"First Eagle Investment Management, Lee Ainslie - Maverick Capital",,26.72,1.52,1.53,0,0,Unknown,Materials,0.0,0.0,N/A
CLVT,2,"Lee Ainslie - Maverick Capital, Seth Klarman - Baupost Group",,3.93,1.52,1.78,0,0,Unknown,Unknown,0.0,0.0,N/A
GRAB,2,"Chase Coleman - Tiger Global Management, Howard Marks - Oaktree Capital Management",,4.53,1.44,2.21,0,0,Unknown,Financials,0.0,0.0,N/A
PTON,2,"David Einhorn - Greenlight Capital, Samantha McLemore - Patient Capital Management",,6.32,1.42,2.06,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
IVZ,2,"Nelson Peltz - Trian Fund Management, Robert Olstein - Olstein Capital Management",,15.17,1.25,1.25,0,0,Unknown,Financials,0.0,0.0,N/A
RHHBY,2,"Dodge & Cox, Mairs & Power Growth Fund",,41.15,1.24,1.24,0,0,Unknown,Health Care,0.0,0.0,N/A
OZK,2,"Bruce Berkowitz - Fairholme Capital, Francois Rochon - Giverny Capital",,43.45,1.04,1.83,0,0,Unknown,Financials,0.0,0.0,N/A
SD,2,"Carl Icahn - Icahn Capital Management, Third Avenue Management",,11.42,0.88,0.88,0,0,Unknown,Materials,0.0,0.0,N/A
VICI,2,"Christopher Davis - Davis Advisors, Meridian Contrarian Fund",,32.62,0.58,0.58,0,0,Unknown,Financials,0.0,0.0,N/A
EQC-OLD,2,"FPA Queens Road Small Cap Value Fund, Third Avenue Management",,1.61,0.31,0.62,0,0,Unknown,Financials,0.0,0.0,N/A
LWAY,2,"Kahn Brothers Group, Prem Watsa - Fairfax Financial Holdings",,24.42,0.27,0.29,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
003550.KS,2,"Steven Romick - FPA Crescent Fund, Tweedy Browne Co. - Tweedy Browne Value Fund",,44.1,0.0,0.0,0,0,Unknown,Technology,0.0,0.0,N/A
SVV,1,Tom Bancroft - Makaira Partners,,6.9,52.46,52.46,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
SHYF,1,Robert Olstein - Olstein Capital Management,,8.09,47.59,47.59,0,0,Unknown,Industrials,0.0,0.0,N/A
CTLP,1,David Abrams - Abrams Capital Management,,7.87,39.77,39.77,0,0,Unknown,Technology,0.0,0.0,N/A
HP,1,Prem Watsa - Fairfax Financial Holdings,,26.11,37.38,37.38,0,0,Unknown,Energy,0.0,0.0,N/A
DCGO,1,David Katz - Matrix Asset Advisors,,2.64,35.98,35.98,0,0,Unknown,Health Care,0.0,0.0,N/A
JELD,1,Bill Miller - Miller Value Partners,,5.97,34.51,34.51,0,0,Unknown,Industrials,0.0,0.0,N/A
MOS,1,Charles Bobrinskoy - Ariel Focus Fund,,27.0,32.78,32.78,0,0,Unknown,Materials,0.0,0.0,N/A
X-OLD,1,Daniel Loeb - Third Point,,42.26,30.03,30.03,0,0,Unknown,Materials,0.0,0.0,N/A
EMBC,1,Yacktman Asset Management,,12.75,22.98,22.98,0,0,Unknown,Health Care,0.0,0.0,N/A
ZIMV,1,Charles Bobrinskoy - Ariel Focus Fund,,10.8,20.19,20.19,0,0,Unknown,Health Care,0.0,0.0,N/A
TAC,1,Howard Marks - Oaktree Capital Management,,9.33,17.9,17.9,0,0,Unknown,Utilities,0.0,0.0,N/A
ARMK,1,John Armitage - Egerton Capital,,34.52,17.12,17.12,0,0,Unknown,Services,0.0,0.0,N/A
ZUMZ,1,Lee Ainslie - Maverick Capital,,14.89,14.44,14.44,0,0,Unknown,Services,0.0,0.0,N/A
KOS,1,Samantha McLemore - Patient Capital Management,,2.28,13.6,13.6,0,0,Unknown,Materials,0.0,0.0,N/A
FOSL,1,Bill Miller - Miller Value Partners,,1.15,13.04,13.04,0,0,Unknown,Consumer Discretionary,0.0,0.0,N/A
PINS,1,Daniel Loeb - Third Point,,31.0,11.74,11.74,0,0,Unknown,Technology,0.0,0.0,N/A
DENN,1,Robert Olstein - Olstein Capital Management,,3.67,11.72,11.72,0,0,Unknown,Services,0.0,0.0,N/A
OVV,1,Christopher Bloomstran - Semper Augustus,,42.82,10.67,10.67,0,0,Unknown,Materials,0.0,0.0,N/A
PTLO,1,Glenn Welling - Engaged Capital,,11.89,10.39,10.39,0,0,Unknown,Consumer Cyclical,0.0,0.0,N/A
SMHI,1,Christopher Bloomstran - Semper Augustus,,5.06,3.95,3.95,0,0,Unknown,Energy,0.0,0.0,N/A
KLIC,1,Robert Olstein - Olstein Capital Management,,32.98,2.46,2.46,0,0,Unknown,Information Technology,0.0,0.0,N/A
MNRO,1,Lee Ainslie - Maverick Capital,,14.47,1.87,1.87,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
KNX,1,Meridian Contrarian Fund,,43.49,1.26,1.26,0,0,Unknown,Industrials,0.0,0.0,N/A
ST,1,Robert Olstein - Olstein Capital Management,,24.27,0.43,0.43,0,0,Unknown,Consumer Goods,0.0,0.0,N/A
